Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2015,424,West Melbourne (Residential),0,,0,0,,0,0,0,0,24,,0,0,10,0,0,0,,0,0,54
2015,425,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2015,426,West Melbourne (Residential),0,0,0,0,51,0,0,0,,0,0,0,0,,0,,0,,,,142
2015,427,West Melbourne (Residential),0,0,0,0,,,0,0,0,,,,0,25,0,0,0,,0,,126
2015,428,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,60
2015,429,West Melbourne (Residential),0,0,0,,23,,,0,0,0,0,0,0,,0,0,0,0,0,,89
2015,430,West Melbourne (Residential),0,0,0,0,,0,0,0,0,19,,0,,,0,0,0,,0,,112
2015,431,West Melbourne (Residential),0,,0,,77,0,0,,0,0,,0,,55,0,,0,,,40,224
2015,432,West Melbourne (Residential),0,0,0,,0,0,131,0,0,8,0,0,0,,0,0,0,0,35,0,212
2015,433,West Melbourne (Residential),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,434,West Melbourne (Residential),0,,0,0,96,,,0,8,23,,,0,,,,0,10,,,259
2015,435,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,34,,,,12,0,0,0,30,0,0,92
2015,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,437,West Melbourne (Residential),0,0,0,0,22,,0,0,0,,0,0,0,,0,0,0,0,0,0,129
2015,438,West Melbourne (Residential),,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,,,45
2015,439,West Melbourne (Residential),0,0,0,0,72,0,,,,,0,0,0,35,0,0,0,,,,170
2015,440,West Melbourne (Residential),0,0,0,,57,0,,0,0,,,0,,,0,,0,0,,,198
2015,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,0,161
2015,442,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,208
2015,443,West Melbourne (Residential),,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,0,387
2015,444,West Melbourne (Residential),0,,0,0,399,,,0,,,0,0,0,,,0,0,0,,,552
2015,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2015,501,West Melbourne (Industrial),0,0,0,,46,0,0,,0,0,0,0,43,,,0,0,0,,443,605
2015,502,West Melbourne (Industrial),0,0,0,0,0,0,0,56,0,,0,,,0,0,0,,,136,195,443
2015,503,Kensington,0,14,0,,57,159,,0,0,9,0,0,152,25,,0,,,,158,716
2015,504,Kensington,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,86
2015,505,Kensington,0,0,0,0,,,0,0,0,,0,,,28,0,0,0,,,,119
2015,506,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
2015,507,Kensington,0,0,0,,,,0,0,0,0,0,,,63,0,0,0,,0,0,179
2015,508,Kensington,0,,0,,11,,,0,0,0,0,0,32,0,,0,0,0,0,47,108
2015,509,Kensington,0,0,0,112,8,0,0,0,0,0,0,9,47,0,0,0,0,,,0,205
2015,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2015,512,Kensington,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,118
2015,513,Kensington,0,0,0,0,,0,0,0,0,,0,,,0,0,0,0,,0,,36
2015,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,519,Kensington,0,,0,103,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,156
2015,520,Kensington,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,12
2015,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,523,Kensington,0,0,0,0,0,0,,0,0,,18,0,0,0,0,0,0,,0,0,57
2015,524,Kensington,0,0,0,,0,0,0,0,0,10,,0,0,,0,,0,,,,88
2015,525,Kensington,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,13
2015,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,527,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,528,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,529,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,530,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,531,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,534,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,535,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2015,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,537,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,538,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,539,Kensington,0,,0,2,0,,0,0,0,0,0,0,106,,0,0,,0,,0,309
2015,540,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,542,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,547,Kensington,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2015,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,549,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,550,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,551,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,552,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,553,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,554,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,555,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,556,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,557,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,558,Kensington,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,559,Kensington,0,,,,,,,,,36,,,,,,,,23,,,59
2015,560,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,19
2015,561,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,562,Kensington,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3
2015,563,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,564,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,565,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,569,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,570,Kensington,,0,,2765,,0,,0,0,,0,,0,4,0,0,0,0,0,0,2819
2015,571,Kensington,0,0,0,,0,0,0,0,,54,,,,20,0,,0,227,,0,447
2015,601,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,8,0,0,0,0,0,0,77
2015,602,East Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,603,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2015,604,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,605,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2015,606,East Melbourne,21,,0,0,,,0,0,0,,59,0,0,,0,0,,0,0,0,126
2015,607,East Melbourne,,,,0,79,0,,0,,36,158,0,,301,0,,0,,,0,692
2015,608,East Melbourne,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
2015,609,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,610,East Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,611,East Melbourne,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,0,31
2015,612,East Melbourne,,0,0,0,,,0,,0,0,,0,0,0,0,,0,0,0,0,44
2015,613,East Melbourne,10,0,0,,,0,0,0,0,23,71,0,0,11,0,8,0,20,0,0,183
2015,614,East Melbourne,,0,0,0,,0,0,0,0,,833,0,0,,0,0,0,,0,0,878
2015,615,East Melbourne,0,0,0,0,0,0,0,0,0,,1027,0,0,0,0,0,0,,0,0,1058
2015,616,East Melbourne,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23
2015,617,East Melbourne,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,10
2015,618,East Melbourne,,,0,0,120,,,0,0,46,103,0,,0,0,0,0,0,0,0,568
2015,619,East Melbourne,0,,0,14,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,34
2015,620,East Melbourne,0,0,0,0,,0,,0,0,,755,0,0,32,,0,0,,0,0,929
2015,621,East Melbourne,0,,0,,185,0,482,0,575,19,280,,,221,,,0,0,0,,1983
2015,642,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,643,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,644,East Melbourne,,0,0,,803,0,,0,75,34,280,0,,241,1705,,0,0,0,0,3825
2015,645,East Melbourne,0,0,0,,0,0,0,0,0,,829,0,0,0,0,0,0,0,0,0,836
2015,646,East Melbourne,0,12,0,,125,0,,0,,,202,,0,30,0,0,0,0,0,,441
2015,649,East Melbourne,0,,0,,,0,0,0,0,0,0,0,0,,150,0,0,,0,0,162
2015,650,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,651,East Melbourne,,0,0,,,0,0,0,0,33,2612,0,0,36,0,0,0,0,0,0,2971
2015,652,East Melbourne,0,0,0,,0,0,,0,0,,0,0,0,,2567,0,0,0,0,0,2617
2015,653,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,654,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,655,East Melbourne,,0,0,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,407
2015,656,East Melbourne,,170,0,155,184,,0,0,31,,32,,,,,,0,0,0,,814
2015,657,East Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2015,658,East Melbourne,0,,0,1316,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,4104
2015,659,Melbourne (Remainder),0,0,0,2697,0,0,0,0,0,1033,0,0,0,,0,0,0,0,,0,3730
2015,660,Melbourne (Remainder),0,,0,888,0,0,0,0,0,402,,0,0,,0,0,0,,,0,1406
2015,661,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,662,East Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2015,663,Melbourne (Remainder),0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,18
2015,710,Melbourne (Remainder),,0,0,0,0,0,,0,0,73,,0,0,,0,0,0,15,,0,226
2015,720,Melbourne (Remainder),0,29,0,,562,,,0,116,54,445,,54,22,,22,0,69,0,252,1808
2015,724,Melbourne (Remainder),0,747,0,0,311,0,,0,,631,7,0,0,,,,0,,,0,1903
2015,728,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2015,729,Southbank,,0,0,0,0,0,0,0,0,0,,0,0,,0,,15,,0,0,160
2015,730,Southbank,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,81
2015,731,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2015,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,732,Southbank,,0,0,0,0,0,0,,0,,0,0,0,,0,,,0,0,0,52
2015,733,Southbank,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,120
2015,734,Southbank,,,0,0,72,38,0,,,0,,0,0,,,,,,0,,232
2015,735,Southbank,0,0,0,0,,,,,0,0,0,0,0,,0,,0,0,0,,48
2015,736,Southbank,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,63
2015,737,Southbank,0,0,0,0,237,0,,,0,0,0,0,0,0,,0,0,0,0,0,254
2015,738,Southbank,0,0,0,,0,0,0,,0,,0,,0,0,,0,0,0,0,0,907
2015,739,Southbank,0,0,0,,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,407
2015,740,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,168
2015,741,Southbank,0,0,0,257,208,0,,,,,31,0,0,0,0,0,0,,0,0,547
2015,742,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3
2015,743,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,744,Southbank,1,0,0,0,66,,0,,,,0,0,,0,0,0,0,0,,0,181
2015,745,Southbank,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,196
2015,746,Southbank,0,,,,551,84,,,47,,73,523,0,0,0,,0,,,197,1724
2015,747,Southbank,0,0,0,0,80,,0,0,0,,,,0,0,0,0,0,0,0,0,326
2015,748,Southbank,,,0,0,921,115,,,,32,,0,0,,0,,0,10,,,1344
2015,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2015,750,Southbank,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,0,26
2015,751,Southbank,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,197
2015,752,Southbank,0,,,1174,,,,,,254,,,,,,,,,,,1428
2015,753,Southbank,,54,,,593,0,0,,151,508,78,,,33,,33,0,43,57,,5345
2015,759,Melbourne (Remainder),0,21,0,,711,,0,,99,23,0,,0,134,,0,0,0,0,,1322
2015,793,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2015,760,Melbourne (Remainder),0,219,0,0,441,145,,0,1441,25,350,48,,47,38,143,,,61,,3228
2015,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,772,Docklands,0,0,0,0,57,,,0,,0,,0,,,0,,0,0,,43,452
2015,773,Docklands,0,,,,,,0,,0,37,0,0,0,18,0,24,0,,,,158
2015,774,Port Melbourne,0,0,0,0,0,,0,0,0,,0,,,0,,0,0,,0,0,240
2015,775,Port Melbourne,0,,0,0,32,76,0,0,0,0,,,148,,,0,,0,49,160,524
2015,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2015,777,Port Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,52
2015,778,Port Melbourne,0,0,0,0,76,,,0,0,0,0,86,126,,0,0,,,0,86,421
2015,779,Port Melbourne,0,0,0,0,,0,0,,0,,0,0,,0,0,0,0,0,,,1018
2015,780,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2015,781,Port Melbourne,,66,0,,241,194,0,0,24,,42,,751,,82,,,60,149,205,1918
2015,782,Port Melbourne,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,,,,,369
2015,783,Docklands,0,,,,,,,,,,,,6,,,,,,,,12
2015,784,Port Melbourne,0,,0,0,102,115,0,0,,,0,32,328,,27,,0,20,16,196,888
2015,785,Port Melbourne,0,,0,0,,,,0,0,,0,0,,,,0,0,,83,,209
2015,786,Port Melbourne,0,,,14,109,36,0,0,0,53,0,26,1935,52,,0,,19,,87,3162
2015,787,Port Melbourne,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,,,0,,112
2015,788,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2015,789,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,350
2015,790,Port Melbourne,0,238,0,,118,142,5,,,,,,509,37,0,,,76,62,525,1838
2015,791,Port Melbourne,,,0,0,56,,0,0,0,,0,0,1474,,0,0,,0,53,,1671
2015,792,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2015,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,427
2015,801,Southbank,,85,,,714,143,,0,156,197,,128,0,,,,0,25,,0,2780
2015,802,Southbank,0,,730,,2915,122,0,,528,236,,0,440,404,0,45,0,139,,,6703
2015,803,Southbank,,,0,5611,0,0,0,0,0,1111,0,,0,,0,0,0,120,0,0,8105
2015,804,Southbank,,447,0,,48,0,0,0,,455,16,,0,25,0,65,0,1099,,,3797
2015,806,Southbank,,0,0,44,0,,,0,0,184,,0,0,,0,0,0,102,0,0,756
2015,807,Southbank,,0,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,858
2015,808,Southbank,0,,0,,263,166,,,,47,,0,0,0,0,171,0,51,,,877
2015,809,Southbank,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,32
2015,810,Southbank,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,14
2015,811,Southbank,,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,39
2015,812,Southbank,,,0,,439,43,,0,25,53,20,0,,52,0,,0,87,0,,871
2015,813,Southbank,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,318
2015,814,Southbank,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
2015,815,Southbank,0,0,0,0,,27,0,0,0,,0,0,0,,0,,0,,0,0,75
2015,849,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,850,Melbourne (Remainder),0,0,0,16,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,16
2015,851,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,852,Melbourne (Remainder),0,,0,216,0,,0,,0,115,0,0,0,3,0,0,0,,0,0,340
2015,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,854,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,855,South Yarra,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,455
2015,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,857,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2015,858,South Yarra,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,22
2015,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,860,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,861,South Yarra,0,0,0,0,0,0,13,,0,116,0,0,0,,0,0,0,20,0,0,151
2015,862,South Yarra,,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,0,91
2015,863,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,864,South Yarra,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,17
2015,865,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,866,South Yarra,0,,0,,0,0,,,0,,,0,0,,0,0,0,0,0,0,42
2015,867,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,868,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,41
2015,869,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,870,Melbourne (Remainder),0,0,0,0,4075,0,,0,0,62,6306,0,0,,0,0,0,19,0,0,11023
2015,871,Melbourne (Remainder),0,,,,,,487,,,,,,,,,,,,,,559
2015,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,902,Parkville,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,14
2015,903,Parkville,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,904,Parkville,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,379
2015,905,Parkville,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,
2015,906,Parkville,,,0,0,175,,,0,7,69,,,,61,,0,0,,,0,533
2015,907,Parkville,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,908,Parkville,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,34
2015,909,Parkville,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,7
2015,910,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,911,Parkville,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2015,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,913,Parkville,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2015,914,Parkville,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,16
2015,915,Parkville,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,36
2015,916,Parkville,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2015,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,919,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,920,Parkville,0,0,0,0,,0,0,0,,65,9874,0,0,8,0,0,0,37,,0,10725
2015,921,Parkville,0,0,0,0,66,0,662,0,0,,,0,0,0,0,0,0,0,0,0,755
2015,922,Parkville,0,0,0,,0,0,0,0,0,0,,0,0,35,0,0,0,0,0,0,46
2015,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2015,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,925,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,927,Parkville,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2015,928,Parkville,0,0,0,0,,0,0,0,0,,242,0,0,,0,0,0,0,0,0,401
2015,929,Parkville,0,0,0,,0,0,,0,0,,177,0,0,0,,0,0,0,0,0,420
2015,930,Parkville,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,1642
2015,931,Parkville,0,0,0,447,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,613
2015,932,Parkville,0,0,0,0,0,0,0,0,0,152,,0,0,,0,0,0,17,0,0,4867
2015,1001,West Melbourne (Industrial),0,,,,,,,,,,,,,,,,,,729,,729
2015,1002,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0
2015,1004,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,274,0,318
2015,1005,West Melbourne (Industrial),0,0,0,,0,,0,,0,,0,0,0,,0,,0,,154,,268
2015,1006,West Melbourne (Industrial),0,0,0,,,0,0,,,82,0,0,0,,,0,146,,477,3282,4107
2015,1007,West Melbourne (Industrial),0,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,866,0,900
2015,1009,West Melbourne (Industrial),0,0,0,,,0,0,0,0,,0,,,0,0,0,,0,609,0,651
2015,1012,North Melbourne,0,,0,0,98,,,,0,0,0,0,279,,0,0,,0,32,40,523
2015,1013,West Melbourne (Industrial),0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,99,0,151
2015,1014,West Melbourne (Industrial),0,0,0,,,0,0,,0,0,0,0,0,,0,0,0,0,,57,114
2015,1015,West Melbourne (Industrial),0,0,0,,0,,0,,0,0,0,0,,19,0,0,0,30,,17,95
2015,1016,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2015,1101,Docklands,,,0,5,0,0,0,,0,370,,,,214,,20,4,611,534,0,2629
2015,1102,Docklands,,,0,0,182,0,,0,,22,,,,9,,18,0,,751,0,1922
2015,1103,Docklands,,46,0,1038,14,0,,0,,995,,,0,16,0,11,,10,0,0,7727
2015,1104,Docklands,0,,0,13,96,0,0,0,,56,,,,21,0,,0,13,,,261
2015,1105,Docklands,,285,,,3709,,0,0,5093,257,50,2050,,4,710,,0,,,,13881
2015,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
